image_name,category,result
add_0223.png,addition,151.0
add_0224.png,addition,108.0
add_0225.png,addition,183.0
add_0226.png,addition,92.0
add_0227.png,addition,118.0
add_0228.png,addition,93.0
add_0229.png,addition,21.0
add_0230.png,addition,111.0
add_0231.png,addition,104.0
add_0232.png,addition,83.0
add_0233.png,addition,94.0
add_0234.png,addition,98.0
add_0235.png,addition,45.0
add_0236.png,addition,104.0
add_0237.png,addition,105.0
add_0238.png,addition,118.0
add_0239.png,addition,15.0
add_0240.png,addition,127.0
add_0241.png,addition,135.0
add_0242.png,addition,79.0
add_0243.png,addition,96.0
add_0244.png,addition,54.0
add_0245.png,addition,180.0
add_0246.png,addition,60.0
add_0247.png,addition,138.0
add_0248.png,addition,110.0
add_0249.png,addition,182.0
add_0250.png,addition,71.0
add_0251.png,addition,151.0
add_0252.png,addition,99.0
add_0253.png,addition,96.0
add_0254.png,addition,118.0
add_0255.png,addition,51.0
add_0256.png,addition,5.0
add_0257.png,addition,98.0
add_0258.png,addition,126.0
add_0259.png,addition,107.0
add_0260.png,addition,109.0
add_0261.png,addition,164.0
add_0262.png,addition,60.0
add_0263.png,addition,143.0
add_0264.png,addition,78.0
add_0265.png,addition,93.0
add_0266.png,addition,117.0
add_0267.png,addition,130.0
add_0268.png,addition,74.0
add_0269.png,addition,124.0
add_0270.png,addition,46.0
add_0271.png,addition,138.0
add_0272.png,addition,9.0
add_0273.png,addition,158.0
add_0274.png,addition,34.0
add_0275.png,addition,91.0
add_0276.png,addition,85.0
add_0277.png,addition,58.0
add_0278.png,addition,69.0
add_0279.png,addition,97.0
add_0280.png,addition,138.0
add_0281.png,addition,96.0
add_0282.png,addition,172.0
add_0283.png,addition,54.0
add_0284.png,addition,170.0
add_0285.png,addition,54.0
add_0286.png,addition,121.0
add_0287.png,addition,83.0
add_0288.png,addition,77.0
add_0289.png,addition,130.0
add_0290.png,addition,144.0
add_0291.png,addition,110.0
add_0292.png,addition,83.0
add_0293.png,addition,101.0
add_0294.png,addition,76.0
add_0295.png,addition,49.0
add_0296.png,addition,100.0
add_0297.png,addition,148.0
add_0298.png,addition,160.0
add_0299.png,addition,136.0
add_0300.png,addition,54.0
add_0301.png,addition,96.0
add_0302.png,addition,96.0
add_0303.png,addition,148.0
add_0304.png,addition,100.0
add_0305.png,addition,28.0
add_0306.png,addition,90.0
add_0307.png,addition,118.0
add_0308.png,addition,164.0
add_0309.png,addition,31.0
add_0310.png,addition,74.0
add_0311.png,addition,77.0
add_0312.png,addition,102.0
add_0313.png,addition,64.0
add_0314.png,addition,152.0
add_0315.png,addition,95.0
add_0316.png,addition,73.0
add_0317.png,addition,112.0
add_0318.png,addition,144.0
add_0319.png,addition,129.0
add_0320.png,addition,100.0
add_0321.png,addition,27.0
add_0322.png,addition,147.0
add_0323.png,addition,63.0
add_0324.png,addition,56.0
add_0325.png,addition,57.0
add_0326.png,addition,31.0
add_0327.png,addition,165.0
add_0328.png,addition,157.0
add_0329.png,addition,76.0
add_0330.png,addition,118.0
add_0331.png,addition,121.0
add_0332.png,addition,71.0
add_0333.png,addition,177.0
add_0334.png,addition,148.0
add_0335.png,addition,85.0
add_0336.png,addition,77.0
add_0337.png,addition,122.0
add_0338.png,addition,112.0
add_0339.png,addition,127.0
add_0340.png,addition,183.0
add_0341.png,addition,89.0
add_0342.png,addition,105.0
add_0343.png,addition,120.0
add_0344.png,addition,41.0
add_0345.png,addition,165.0
add_0346.png,addition,87.0
add_0347.png,addition,108.0
add_0348.png,addition,107.0
add_0349.png,addition,120.0
add_0350.png,addition,161.0
add_0351.png,addition,67.0
add_0352.png,addition,149.0
add_0353.png,addition,60.0
add_0354.png,addition,78.0
add_0355.png,addition,178.0
add_0356.png,addition,152.0
add_0357.png,addition,85.0
add_0358.png,addition,155.0
add_0359.png,addition,76.0
add_0360.png,addition,151.0
add_0361.png,addition,127.0
add_0362.png,addition,97.0
add_0363.png,addition,81.0
add_0364.png,addition,49.0
add_0365.png,addition,103.0
add_0366.png,addition,115.0
add_0367.png,addition,95.0
add_0368.png,addition,31.0
add_0369.png,addition,68.0
add_0370.png,addition,118.0
add_0371.png,addition,79.0
add_0372.png,addition,73.0
add_0373.png,addition,144.0
add_0374.png,addition,102.0
add_0375.png,addition,121.0
add_0376.png,addition,115.0
add_0377.png,addition,55.0
add_0378.png,addition,102.0
add_0379.png,addition,82.0
add_0380.png,addition,137.0
add_0381.png,addition,127.0
add_0382.png,addition,116.0
add_0383.png,addition,35.0
add_0384.png,addition,72.0
add_0385.png,addition,172.0
add_0386.png,addition,102.0
add_0387.png,addition,34.0
add_0388.png,addition,96.0
add_0389.png,addition,69.0
add_0390.png,addition,68.0
add_0391.png,addition,22.0
add_0392.png,addition,99.0
add_0393.png,addition,73.0
add_0394.png,addition,62.0
add_0395.png,addition,61.0
add_0396.png,addition,48.0
add_0397.png,addition,196.0
add_0398.png,addition,110.0
add_0399.png,addition,52.0
add_0400.png,addition,131.0
add_0401.png,addition,179.0
add_0402.png,addition,78.0
add_0403.png,addition,56.0
add_0404.png,addition,44.0
add_0405.png,addition,98.0
add_0406.png,addition,44.0
add_0407.png,addition,169.0
add_0408.png,addition,122.0
add_0409.png,addition,162.0
add_0410.png,addition,43.0
add_0411.png,addition,85.0
add_0412.png,addition,91.0
add_0413.png,addition,86.0
add_0414.png,addition,143.0
add_0415.png,addition,114.0
add_0416.png,addition,144.0
add_0417.png,addition,150.0
add_0418.png,addition,111.0
add_0419.png,addition,57.0
add_0420.png,addition,28.0
add_0421.png,addition,144.0
add_0422.png,addition,157.0
add_0423.png,addition,172.0
add_0424.png,addition,103.0
add_0425.png,addition,42.0
add_0426.png,addition,138.0
add_0427.png,addition,97.0
add_0428.png,addition,181.0
add_0429.png,addition,38.0
add_0430.png,addition,36.0
add_0431.png,addition,118.0
add_0432.png,addition,116.0
add_0433.png,addition,66.0
add_0434.png,addition,130.0
add_0435.png,addition,65.0
add_0436.png,addition,102.0
add_0437.png,addition,2.0
add_0438.png,addition,126.0
add_0439.png,addition,49.0
add_0440.png,addition,108.0
add_0441.png,addition,93.0
add_0442.png,addition,165.0
add_0443.png,addition,141.0
add_0444.png,addition,50.0
add_0445.png,addition,80.0
add_0446.png,addition,24.0
add_0447.png,addition,97.0
add_0448.png,addition,74.0
add_0449.png,addition,119.0
add_0450.png,addition,64.0
add_0451.png,addition,127.0
add_0452.png,addition,107.0
add_0453.png,addition,110.0
add_0454.png,addition,123.0
add_0455.png,addition,147.0
add_0456.png,addition,103.0
add_0457.png,addition,109.0
add_0458.png,addition,132.0
add_0459.png,addition,27.0
add_0460.png,addition,101.0
add_0461.png,addition,75.0
add_0462.png,addition,141.0
add_0463.png,addition,11.0
add_0464.png,addition,195.0
add_0465.png,addition,56.0
add_0466.png,addition,95.0
add_0467.png,addition,161.0
add_0468.png,addition,116.0
add_0469.png,addition,98.0
add_0470.png,addition,94.0
add_0471.png,addition,40.0
add_0472.png,addition,140.0
add_0473.png,addition,52.0
add_0474.png,addition,153.0
add_0475.png,addition,94.0
add_0476.png,addition,182.0
add_0477.png,addition,124.0
add_0478.png,addition,113.0
add_0479.png,addition,158.0
add_0480.png,addition,131.0
add_0481.png,addition,60.0
add_0482.png,addition,131.0
add_0483.png,addition,90.0
add_0484.png,addition,51.0
add_0485.png,addition,15.0
add_0486.png,addition,93.0
add_0487.png,addition,74.0
add_0488.png,addition,127.0
add_0489.png,addition,109.0
add_0490.png,addition,129.0
add_0491.png,addition,144.0
add_0492.png,addition,106.0
add_0493.png,addition,83.0
add_0494.png,addition,89.0
add_0495.png,addition,82.0
add_0496.png,addition,102.0
add_0497.png,addition,75.0
add_0498.png,addition,80.0
add_0499.png,addition,120.0
add_0500.png,addition,124.0
add_0501.png,addition,60.0
add_0502.png,addition,24.0
add_0503.png,addition,130.0
add_0504.png,addition,140.0
add_0505.png,addition,156.0
add_0506.png,addition,94.0
add_0507.png,addition,153.0
add_0508.png,addition,50.0
add_0509.png,addition,104.0
add_0510.png,addition,167.0
add_0511.png,addition,55.0
add_0512.png,addition,101.0
add_0513.png,addition,67.0
add_0514.png,addition,35.0
add_0515.png,addition,102.0
add_0516.png,addition,114.0
add_0517.png,addition,156.0
add_0518.png,addition,103.0
add_0519.png,addition,125.0
add_0520.png,addition,149.0
add_0521.png,addition,80.0
add_0522.png,addition,101.0
add_0523.png,addition,162.0
add_0524.png,addition,145.0
add_0525.png,addition,181.0
add_0526.png,addition,28.0
add_0527.png,addition,165.0
add_0528.png,addition,169.0
add_0529.png,addition,102.0
add_0530.png,addition,122.0
add_0531.png,addition,162.0
add_0532.png,addition,74.0
add_0533.png,addition,112.0
add_0534.png,addition,39.0
add_0535.png,addition,182.0
add_0536.png,addition,41.0
add_0537.png,addition,69.0
add_0538.png,addition,125.0
add_0539.png,addition,77.0
add_0540.png,addition,192.0
add_0541.png,addition,42.0
add_0542.png,addition,124.0
add_0543.png,addition,104.0
add_0544.png,addition,101.0
add_0545.png,addition,153.0
add_0546.png,addition,189.0
add_0547.png,addition,123.0
add_0548.png,addition,93.0
add_0549.png,addition,80.0
add_0550.png,addition,48.0
add_0551.png,addition,40.0
add_0552.png,addition,144.0
add_0553.png,addition,104.0
add_0554.png,addition,28.0
add_0555.png,addition,106.0
add_0556.png,addition,149.0
add_0557.png,addition,157.0
add_0558.png,addition,105.0
add_0559.png,addition,58.0
add_0560.png,addition,148.0
add_0561.png,addition,188.0
add_0562.png,addition,121.0
add_0563.png,addition,131.0
add_0564.png,addition,115.0
add_0565.png,addition,148.0
add_0566.png,addition,127.0
add_0567.png,addition,113.0
add_0568.png,addition,70.0
add_0569.png,addition,177.0
add_0570.png,addition,100.0
add_0571.png,addition,60.0
add_0572.png,addition,24.0
add_0573.png,addition,65.0
add_0574.png,addition,77.0
add_0575.png,addition,84.0
add_0576.png,addition,151.0
add_0577.png,addition,165.0
add_0578.png,addition,100.0
add_0579.png,addition,65.0
add_0580.png,addition,100.0
add_0581.png,addition,91.0
add_0582.png,addition,60.0
add_0583.png,addition,123.0
add_0584.png,addition,107.0
add_0585.png,addition,100.0
add_0586.png,addition,77.0
add_0587.png,addition,111.0
add_0588.png,addition,152.0
add_0589.png,addition,105.0
add_0590.png,addition,87.0
add_0591.png,addition,73.0
add_0592.png,addition,195.0
add_0593.png,addition,84.0
add_0594.png,addition,171.0
add_0595.png,addition,129.0
add_0596.png,addition,171.0
add_0597.png,addition,89.0
add_0598.png,addition,156.0
add_0599.png,addition,75.0
add_0600.png,addition,163.0
add_0601.png,addition,105.0
add_0602.png,addition,112.0
add_0603.png,addition,115.0
add_0604.png,addition,79.0
add_0605.png,addition,49.0
add_0606.png,addition,144.0
add_0607.png,addition,148.0
add_0608.png,addition,169.0
add_0609.png,addition,24.0
add_0610.png,addition,96.0
add_0611.png,addition,98.0
add_0612.png,addition,63.0
add_0613.png,addition,18.0
add_0614.png,addition,140.0
add_0615.png,addition,112.0
add_0616.png,addition,134.0
add_0617.png,addition,85.0
add_0618.png,addition,99.0
add_0619.png,addition,9.0
add_0620.png,addition,121.0
add_0621.png,addition,97.0
add_0622.png,addition,117.0
add_0623.png,addition,87.0
add_0624.png,addition,69.0
add_0625.png,addition,117.0
add_0626.png,addition,122.0
add_0627.png,addition,171.0
add_0628.png,addition,147.0
add_0629.png,addition,127.0
add_0630.png,addition,150.0
add_0631.png,addition,158.0
add_0632.png,addition,47.0
add_0633.png,addition,100.0
add_0634.png,addition,181.0
add_0635.png,addition,66.0
add_0636.png,addition,31.0
add_0637.png,addition,99.0
add_0638.png,addition,197.0
add_0639.png,addition,136.0
add_0640.png,addition,57.0
add_0641.png,addition,166.0
add_0642.png,addition,47.0
add_0643.png,addition,116.0
add_0644.png,addition,85.0
add_0645.png,addition,96.0
add_0646.png,addition,27.0
add_0647.png,addition,104.0
add_0648.png,addition,59.0
add_0649.png,addition,52.0
add_0650.png,addition,80.0
add_0651.png,addition,168.0
add_0652.png,addition,80.0
add_0653.png,addition,84.0
add_0654.png,addition,100.0
add_0655.png,addition,154.0
add_0656.png,addition,170.0
add_0657.png,addition,40.0
add_0658.png,addition,182.0
add_0659.png,addition,136.0
add_0660.png,addition,162.0
add_0661.png,addition,71.0
add_0662.png,addition,89.0
add_0663.png,addition,41.0
add_0664.png,addition,157.0
add_0665.png,addition,148.0
add_0666.png,addition,148.0
add_0667.png,addition,86.0
add_0668.png,addition,62.0
add_0669.png,addition,122.0
add_0670.png,addition,129.0
add_0671.png,addition,81.0
add_0672.png,addition,143.0
add_0673.png,addition,61.0
add_0674.png,addition,81.0
add_0675.png,addition,119.0
add_0676.png,addition,172.0
add_0677.png,addition,99.0
add_0678.png,addition,41.0
add_0679.png,addition,130.0
add_0680.png,addition,161.0
add_0681.png,addition,187.0
add_0682.png,addition,103.0
add_0683.png,addition,184.0
add_0684.png,addition,121.0
add_0685.png,addition,108.0
add_0686.png,addition,63.0
add_0687.png,addition,65.0
add_0688.png,addition,149.0
add_0689.png,addition,161.0
add_0690.png,addition,105.0
add_0691.png,addition,85.0
add_0692.png,addition,184.0
add_0693.png,addition,97.0
add_0694.png,addition,122.0
add_0695.png,addition,86.0
add_0696.png,addition,103.0
add_0697.png,addition,60.0
add_0698.png,addition,26.0
add_0699.png,addition,39.0
add_0700.png,addition,68.0
add_0701.png,addition,145.0
add_0702.png,addition,107.0
add_0703.png,addition,173.0
add_0704.png,addition,186.0
add_0705.png,addition,104.0
add_0706.png,addition,166.0
add_0707.png,addition,133.0
add_0708.png,addition,79.0
add_0709.png,addition,148.0
add_0710.png,addition,66.0
add_0711.png,addition,101.0
add_0712.png,addition,125.0
add_0713.png,addition,47.0
add_0714.png,addition,116.0
add_0715.png,addition,111.0
add_0716.png,addition,22.0
add_0717.png,addition,94.0
add_0718.png,addition,58.0
add_0719.png,addition,116.0
add_0720.png,addition,86.0
add_0721.png,addition,86.0
add_0722.png,addition,99.0
add_0723.png,addition,83.0
add_0724.png,addition,75.0
add_0725.png,addition,192.0
add_0726.png,addition,135.0
add_0727.png,addition,39.0
add_0728.png,addition,110.0
add_0729.png,addition,41.0
add_0730.png,addition,121.0
add_0731.png,addition,79.0
add_0732.png,addition,112.0
add_0733.png,addition,158.0
add_0734.png,addition,74.0
add_0735.png,addition,54.0
add_0736.png,addition,76.0
add_0737.png,addition,73.0
add_0738.png,addition,54.0
add_0739.png,addition,48.0
add_0740.png,addition,121.0
add_0741.png,addition,108.0
add_0742.png,addition,158.0
add_0743.png,addition,177.0
add_0744.png,addition,98.0
add_0745.png,addition,96.0
add_0746.png,addition,112.0
add_0747.png,addition,87.0
add_0748.png,addition,42.0
add_0749.png,addition,49.0
add_0750.png,addition,132.0
add_0751.png,addition,88.0
add_0752.png,addition,115.0
add_0753.png,addition,110.0
add_0754.png,addition,129.0
add_0755.png,addition,96.0
add_0756.png,addition,116.0
add_0757.png,addition,110.0
add_0758.png,addition,164.0
add_0759.png,addition,142.0
add_0760.png,addition,105.0
add_0761.png,addition,60.0
add_0762.png,addition,108.0
add_0763.png,addition,58.0
add_0764.png,addition,118.0
add_0765.png,addition,90.0
add_0766.png,addition,50.0
add_0767.png,addition,75.0
add_0768.png,addition,164.0
add_0769.png,addition,90.0
add_0770.png,addition,148.0
add_0771.png,addition,55.0
add_0772.png,addition,113.0
add_0773.png,addition,166.0
add_0774.png,addition,112.0
add_0775.png,addition,58.0
add_0776.png,addition,135.0
add_0777.png,addition,71.0
add_0778.png,addition,132.0
add_0779.png,addition,83.0
add_0780.png,addition,104.0
add_0781.png,addition,119.0
add_0782.png,addition,107.0
add_0783.png,addition,130.0
add_0784.png,addition,25.0
add_0785.png,addition,127.0
add_0786.png,addition,90.0
add_0787.png,addition,130.0
add_0788.png,addition,88.0
add_0789.png,addition,56.0
add_0790.png,addition,148.0
add_0791.png,addition,52.0
add_0792.png,addition,190.0
add_0793.png,addition,71.0
add_0794.png,addition,144.0
add_0795.png,addition,89.0
add_0796.png,addition,119.0
add_0797.png,addition,37.0
add_0798.png,addition,164.0
add_0799.png,addition,100.0
add_0800.png,addition,99.0
add_0801.png,addition,105.0
add_0802.png,addition,176.0
add_0803.png,addition,129.0
add_0804.png,addition,101.0
add_0805.png,addition,141.0
add_0806.png,addition,105.0
add_0807.png,addition,106.0
add_0808.png,addition,34.0
add_0809.png,addition,148.0
add_0810.png,addition,74.0
add_0811.png,addition,196.0
add_0812.png,addition,150.0
add_0813.png,addition,101.0
add_0814.png,addition,69.0
add_0815.png,addition,73.0
add_0816.png,addition,104.0
add_0817.png,addition,77.0
add_0818.png,addition,22.0
add_0819.png,addition,143.0
add_0820.png,addition,128.0
add_0821.png,addition,115.0
add_0822.png,addition,138.0
add_0823.png,addition,115.0
add_0824.png,addition,59.0
add_0825.png,addition,58.0
add_0826.png,addition,77.0
add_0827.png,addition,6.0
add_0828.png,addition,106.0
add_0829.png,addition,136.0
add_0830.png,addition,69.0
add_0831.png,addition,95.0
add_0832.png,addition,117.0
add_0833.png,addition,97.0
add_0834.png,addition,111.0
add_0835.png,addition,92.0
add_0836.png,addition,44.0
add_0837.png,addition,84.0
add_0838.png,addition,105.0
add_0839.png,addition,162.0
add_0840.png,addition,110.0
add_0841.png,addition,32.0
add_0842.png,addition,93.0
add_0843.png,addition,116.0
add_0844.png,addition,91.0
add_0845.png,addition,151.0
add_0846.png,addition,127.0
add_0847.png,addition,75.0
add_0848.png,addition,78.0
add_0849.png,addition,87.0
add_0850.png,addition,91.0
add_0851.png,addition,129.0
add_0852.png,addition,152.0
add_0853.png,addition,59.0
add_0854.png,addition,27.0
add_0855.png,addition,100.0
add_0856.png,addition,109.0
add_0857.png,addition,156.0
add_0858.png,addition,47.0
add_0859.png,addition,105.0
add_0860.png,addition,91.0
add_0861.png,addition,89.0
add_0862.png,addition,103.0
add_0863.png,addition,48.0
add_0864.png,addition,46.0
add_0865.png,addition,53.0
add_0866.png,addition,129.0
add_0867.png,addition,62.0
add_0868.png,addition,109.0
add_0869.png,addition,53.0
add_0870.png,addition,36.0
add_0871.png,addition,123.0
add_0872.png,addition,126.0
add_0873.png,addition,43.0
add_0874.png,addition,101.0
add_0875.png,addition,150.0
add_0876.png,addition,45.0
add_0877.png,addition,36.0
add_0878.png,addition,165.0
add_0879.png,addition,124.0
add_0880.png,addition,115.0
add_0881.png,addition,132.0
add_0882.png,addition,70.0
add_0883.png,addition,166.0
add_0884.png,addition,157.0
add_0885.png,addition,83.0
add_0886.png,addition,102.0
add_0887.png,addition,25.0
add_0888.png,addition,68.0
add_0889.png,addition,41.0
add_0890.png,addition,125.0
add_0891.png,addition,105.0
add_0892.png,addition,49.0
add_0893.png,addition,37.0
add_0894.png,addition,100.0
add_0895.png,addition,67.0
add_0896.png,addition,97.0
add_0897.png,addition,19.0
add_0898.png,addition,95.0
add_0899.png,addition,172.0
add_0900.png,addition,123.0
add_0901.png,addition,168.0
add_0902.png,addition,111.0
add_0903.png,addition,83.0
add_0904.png,addition,120.0
add_0905.png,addition,80.0
add_0906.png,addition,64.0
add_0907.png,addition,116.0
add_0908.png,addition,12.0
add_0909.png,addition,39.0
add_0910.png,addition,75.0
add_0911.png,addition,85.0
add_0912.png,addition,128.0
add_0913.png,addition,99.0
add_0914.png,addition,125.0
add_0915.png,addition,159.0
add_0916.png,addition,85.0
add_0917.png,addition,153.0
add_0918.png,addition,108.0
add_0919.png,addition,94.0
add_0920.png,addition,128.0
add_0921.png,addition,175.0
add_0922.png,addition,74.0
add_0923.png,addition,149.0
add_0924.png,addition,197.0
add_0925.png,addition,114.0
add_0926.png,addition,146.0
add_0927.png,addition,80.0
add_0928.png,addition,39.0
add_0929.png,addition,42.0
add_0930.png,addition,141.0
add_0931.png,addition,44.0
add_0932.png,addition,128.0
add_0933.png,addition,162.0
add_0934.png,addition,60.0
add_0935.png,addition,55.0
add_0936.png,addition,88.0
add_0937.png,addition,156.0
add_0938.png,addition,104.0
add_0939.png,addition,92.0
add_0940.png,addition,93.0
add_0941.png,addition,18.0
add_0942.png,addition,80.0
add_0943.png,addition,43.0
add_0944.png,addition,83.0
add_0945.png,addition,142.0
add_0946.png,addition,50.0
add_0947.png,addition,70.0
add_0948.png,addition,4.0
add_0949.png,addition,137.0
add_0950.png,addition,100.0
add_0951.png,addition,119.0
add_0952.png,addition,151.0
add_0953.png,addition,186.0
add_0954.png,addition,146.0
add_0955.png,addition,132.0
add_0956.png,addition,97.0
add_0957.png,addition,152.0
add_0958.png,addition,100.0
add_0959.png,addition,84.0
add_0960.png,addition,167.0
add_0961.png,addition,191.0
add_0962.png,addition,13.0
add_0963.png,addition,83.0
add_0964.png,addition,123.0
add_0965.png,addition,75.0
add_0966.png,addition,191.0
add_0967.png,addition,151.0
add_0968.png,addition,140.0
add_0969.png,addition,152.0
add_0970.png,addition,124.0
add_0971.png,addition,65.0
add_0972.png,addition,106.0
add_0973.png,addition,84.0
add_0974.png,addition,69.0
add_0975.png,addition,72.0
add_0976.png,addition,73.0
add_0977.png,addition,63.0
add_0978.png,addition,135.0
add_0979.png,addition,18.0
add_0980.png,addition,72.0
add_0981.png,addition,65.0
add_0982.png,addition,168.0
add_0983.png,addition,116.0
add_0984.png,addition,152.0
add_0985.png,addition,130.0
add_0986.png,addition,76.0
add_0987.png,addition,94.0
add_0988.png,addition,101.0
add_0989.png,addition,79.0
add_0990.png,addition,99.0
add_0991.png,addition,85.0
add_0992.png,addition,160.0
add_0993.png,addition,134.0
add_0994.png,addition,171.0
add_0995.png,addition,68.0
add_0996.png,addition,41.0
add_0997.png,addition,119.0
add_0998.png,addition,30.0
